2030.03337,4998.264661590816
2825.8564,4978.060417999177
2500.74074,4926.378340835952
5901.24535,4919.161355162269
5136.99737,4916.102045032463
5700,4957.20455864567
3010.67615,5028.116811761507
2736.98088,4984.267164105744
2178.42323,4918.5919662205015
1457.14285,4942.997731618772
2041.80064,4946.266314106091
3060.86956,4980.710280707977
2192.89198,4916.970383868098
2300,4931.273012761262
2187,5156.338669030515
2825.96714,5165.316659421828
2501,5103.275501310156
6000,5159.734988130741
5600,4915.699929527192
5700,5229.882863124465
3011,5049.179766615194
2900,4980.786278900396
2450,4925.497983206285
1578.94736,5126.030724403234
2750,4959.221263142146
2755,5208.415316730838
2400,4918.519180398829
2889.97805,5160.409472425357
2100,5167.302834765107
2825.96714,5031.327160339306
2800,5165.874686397649
5493.30357,5167.987883021096
5000,4915.624721769269
5156.25,5217.971397930736
3000,4987.1665175160515
2900,5007.156089211956
2450,4899.406846378626
1173.33333,5173.64950661098
2784.96784,4985.029648215898
2987.97654,5220.946033296494
2161.2676,4916.867206570549
2302.33918,5174.9091357590805
1827.16611,5170.894560431569
2547.5752,5068.800107354897
2500,5173.959306384144
6250,5179.466029509223
4850,4915.679417758436
5100,5211.66010219758
3032.64225,5127.851822153465
2624,5037.53564111062
2218.15537,5008.459722547281
1699.64912,5178.764027938768
3100,4985.708196099564
2830,5218.96431976134
2319,4917.417595864274
2300,5179.286459407432
1827.16611,5171.410197734669
2650.02875,5081.082385121319
2550,5172.798977429484
6420,5176.887812668476
4869.89247,4915.693092224123
5350,5136.263927490894
3049.90757,4988.922711699177
2742.28571,4945.942698809271
2694.1444,4943.277174379294
1699.64912,5178.53221931348
3100,4966.619702714184
3170.67636,5096.231119870105
2339.2,4917.417595864274
2302.2358,5175.701903647863
1827.16611,5172.463170985907
2733.75503,4956.795911397041
2550,5176.615985178903
6420,5177.509864082346
4869.89247,4915.693092224123
5372.6708,5122.163524172025
3147.90403,4955.6747397485215
2939.54416,5181.62004028003
2717.45309,4960.043033000849
1699.64912,5177.935124785004
3343.75,4970.024114556329
3319.10406,5164.237324458957
2448.70946,4917.493295558836
2813.05256,5176.630067771305
1791.04477,5177.934838464453
2720.23121,5233.977175001791
2115.00974,5174.772526425317
4506.01017,5142.424190004025
4500,5176.253808143091
4434.7826,5173.6543391773985
3042.44661,5185.648647481481
2939.54416,5175.102401374096
2450.02915,5171.211542277933
1799.93252,5179.134192317955
3200,5135.332824287748
3211.18402,5213.314030872755
2377.80713,4993.198188406572
2099.98392,5205.699529114054
2070,5177.743438479503
2332.87292,5232.990313449585
1958.25049,5175.050681545012
5400,5093.697811629074
4600,5175.328713941081
5200,5112.18548822624
3298.82706,4923.214700736606
2993.57491,5176.451404283202
2636.75347,5191.423590330061
1789.0909,5178.579002957411
3419.97116,5175.150900630006
3012,5176.2188130543445
2377.80713,5021.9182464831065
2279.69779,5176.429684243885
2115.77741,5179.425400747761
2207.95313,5230.51549015624
2129.92545,5173.876181490429
5936.40639,4908.48484135678
5799.13043,4915.624721769269
5760,5124.129031127246
3860.03418,4920.385564992676
3419.41176,4913.964017444429
3346.28571,4917.684227160459
1200,5178.572810572199
3719.04109,5172.313527233442
4100,5198.808171823261
2500,5035.022161495583
2440.44365,5176.721902012783
